AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|0.3|0.3|0.3|Malignant|590|218481776|Male and Female|Mixed glioma|2007|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Mixed glioma|2008|~|~|~
20+|0.3|0.3|0.3|Malignant|601|220975702|Male and Female|Mixed glioma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Mixed glioma|2009|~|~|~
20+|0.3|0.3|0.3|Malignant|680|223491138|Male and Female|Mixed glioma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|226142851|Male and Female|Mixed glioma|2010|~|~|~
20+|0.3|0.3|0.3|Malignant|614|226142851|Male and Female|Mixed glioma|2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|228745012|Male and Female|Mixed glioma|2011|~|~|~
20+|0.3|0.3|0.3|Malignant|636|228745012|Male and Female|Mixed glioma|2011|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|231376184|Male and Female|Mixed glioma|2012|~|~|~
20+|0.2|0.3|0.3|Malignant|575|231376184|Male and Female|Mixed glioma|2012|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|233788709|Male and Female|Mixed glioma|2013|~|~|~
20+|0.3|0.3|0.3|Malignant|618|233788709|Male and Female|Mixed glioma|2013|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|236247131|Male and Female|Mixed glioma|2014|~|~|~
20+|0.2|0.2|0.2|Malignant|467|236247131|Male and Female|Mixed glioma|2014|0.2|0.2|0.2
20+|~|~|~|Benign/Borderline|~|238618584|Male and Female|Mixed glioma|2015|~|~|~
20+|0.1|0.1|0.1|Malignant|277|238618584|Male and Female|Mixed glioma|2015|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|1202925164|Male and Female|Mixed glioma|2015-2019|~|~|~
20+|0.0|0.0|0.0|Malignant|482|1202925164|Male and Female|Mixed glioma|2015-2019|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|240910318|Male and Female|Mixed glioma|2016|~|~|~
20+|0.0|0.1|0.0|Malignant|107|240910318|Male and Female|Mixed glioma|2016|0.0|0.1|0.0
20+|~|~|~|Benign/Borderline|~|243007764|Male and Female|Mixed glioma|2017|~|~|~
20+|0.0|0.0|0.0|Malignant|59|243007764|Male and Female|Mixed glioma|2017|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|242606754|Male and Female|Mixed glioma|2018|~|~|~
20+|0.0|0.0|0.0|Malignant|21|242606754|Male and Female|Mixed glioma|2018|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|244322258|Male and Female|Mixed glioma|2019|~|~|~
20+|0.0|0.0|0.0|Malignant|20|244322258|Male and Female|Mixed glioma|2019|0.0|0.0|0.0
20+|0.5|0.6|0.6|Benign/Borderline|1201|211050944|Male and Female|Neoplasm, unspecified|2004|0.5|0.6|0.6
20+|0.6|0.7|0.6|Malignant|1315|211050944|Male and Female|Neoplasm, unspecified|2004|0.6|0.7|0.6
20+|0.7|0.7|0.7|Benign/Borderline|1499|213511339|Male and Female|Neoplasm, unspecified|2005|0.7|0.7|0.7
20+|0.6|0.7|0.6|Malignant|1324|213511339|Male and Female|Neoplasm, unspecified|2005|0.6|0.7|0.6
20+|0.6|0.7|0.7|Benign/Borderline|1424|216055494|Male and Female|Neoplasm, unspecified|2006|0.6|0.7|0.7
20+|0.6|0.6|0.6|Malignant|1288|216055494|Male and Female|Neoplasm, unspecified|2006|0.6|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1430|218481776|Male and Female|Neoplasm, unspecified|2007|0.6|0.7|0.7
20+|0.5|0.6|0.5|Malignant|1218|218481776|Male and Female|Neoplasm, unspecified|2007|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1452|220975702|Male and Female|Neoplasm, unspecified|2008|0.6|0.7|0.7
20+|0.6|0.6|0.6|Malignant|1369|220975702|Male and Female|Neoplasm, unspecified|2008|0.6|0.7|0.6
20+|0.6|0.7|0.7|Benign/Borderline|1538|223491138|Male and Female|Neoplasm, unspecified|2009|0.7|0.7|0.7
20+|0.6|0.6|0.6|Malignant|1422|223491138|Male and Female|Neoplasm, unspecified|2009|0.6|0.7|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1500|226142851|Male and Female|Neoplasm, unspecified|2010|0.6|0.7|0.7
20+|0.5|0.6|0.5|Malignant|1247|226142851|Male and Female|Neoplasm, unspecified|2010|0.5|0.6|0.6
20+|0.6|0.7|0.6|Benign/Borderline|1479|228745012|Male and Female|Neoplasm, unspecified|2011|0.6|0.7|0.6
20+|0.5|0.5|0.5|Malignant|1254|228745012|Male and Female|Neoplasm, unspecified|2011|0.5|0.6|0.5
20+|0.6|0.7|0.7|Benign/Borderline|1592|231376184|Male and Female|Neoplasm, unspecified|2012|0.7|0.7|0.7
20+|0.5|0.5|0.5|Malignant|1275|231376184|Male and Female|Neoplasm, unspecified|2012|0.5|0.6|0.6
20+|0.6|0.6|0.6|Benign/Borderline|1491|233788709|Male and Female|Neoplasm, unspecified|2013|0.6|0.7|0.6
20+|0.5|0.5|0.5|Malignant|1279|233788709|Male and Female|Neoplasm, unspecified|2013|0.5|0.6|0.5
20+|0.6|0.6|0.6|Benign/Borderline|1533|236247131|Male and Female|Neoplasm, unspecified|2014|0.6|0.7|0.6
20+|0.5|0.6|0.5|Malignant|1407|236247131|Male and Female|Neoplasm, unspecified|2014|0.6|0.6|0.6
20+|0.6|0.6|0.6|Benign/Borderline|1504|238618584|Male and Female|Neoplasm, unspecified|2015|0.6|0.7|0.6
20+|0.5|0.5|0.5|Malignant|1368|238618584|Male and Female|Neoplasm, unspecified|2015|0.5|0.6|0.6
20+|0.5|0.5|0.5|Benign/Borderline|6425|1202925164|Male and Female|Neoplasm, unspecified|2015-2019|0.5|0.5|0.5
20+|0.5|0.5|0.5|Malignant|6455|1202925164|Male and Female|Neoplasm, unspecified|2015-2019|0.5|0.5|0.5
20+|0.5|0.6|0.5|Benign/Borderline|1378|240910318|Male and Female|Neoplasm, unspecified|2016|0.5|0.6|0.6
20+|0.4|0.5|0.5|Malignant|1249|240910318|Male and Female|Neoplasm, unspecified|2016|0.5|0.5|0.5
20+|0.5|0.5|0.5|Benign/Borderline|1327|243007764|Male and Female|Neoplasm, unspecified|2017|0.5|0.6|0.5
20+|0.4|0.5|0.5|Malignant|1250|243007764|Male and Female|Neoplasm, unspecified|2017|0.5|0.5|0.5
20+|0.4|0.5|0.5|Benign/Borderline|1217|242606754|Male and Female|Neoplasm, unspecified|2018|0.5|0.5|0.5
20+|0.5|0.5|0.5|Malignant|1304|242606754|Male and Female|Neoplasm, unspecified|2018|0.5|0.6|0.5
20+|0.4|0.4|0.4|Benign/Borderline|1018|244322258|Male and Female|Neoplasm, unspecified|2019|0.4|0.4|0.4
20+|0.5|0.5|0.5|Malignant|1329|244322258|Male and Female|Neoplasm, unspecified|2019|0.5|0.6|0.5
20+|2.2|2.4|2.3|Benign/Borderline|4919|211050944|Male and Female|Nerve sheath, benign and malignant|2004|2.3|2.4|2.3
20+|0.0|0.0|0.0|Malignant|46|211050944|Male and Female|Nerve sheath, benign and malignant|2004|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|5544|213511339|Male and Female|Nerve sheath, benign and malignant|2005|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|53|213511339|Male and Female|Nerve sheath, benign and malignant|2005|0.0|0.0|0.0
20+|2.5|2.6|2.5|Benign/Borderline|5648|216055494|Male and Female|Nerve sheath, benign and malignant|2006|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|40|216055494|Male and Female|Nerve sheath, benign and malignant|2006|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|5758|218481776|Male and Female|Nerve sheath, benign and malignant|2007|2.6|2.7|2.6
20+|0.0|0.0|0.0|Malignant|59|218481776|Male and Female|Nerve sheath, benign and malignant|2007|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|5853|220975702|Male and Female|Nerve sheath, benign and malignant|2008|2.6|2.7|2.6
20+|0.0|0.0|0.0|Malignant|51|220975702|Male and Female|Nerve sheath, benign and malignant|2008|0.0|0.0|0.0
20+|2.6|2.7|2.7|Benign/Borderline|6203|223491138|Male and Female|Nerve sheath, benign and malignant|2009|2.7|2.8|2.8
20+|0.0|0.0|0.0|Malignant|38|223491138|Male and Female|Nerve sheath, benign and malignant|2009|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|6040|226142851|Male and Female|Nerve sheath, benign and malignant|2010|2.6|2.7|2.7
20+|0.0|0.0|0.0|Malignant|45|226142851|Male and Female|Nerve sheath, benign and malignant|2010|0.0|0.0|0.0
20+|2.6|2.7|2.7|Benign/Borderline|6393|228745012|Male and Female|Nerve sheath, benign and malignant|2011|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|38|228745012|Male and Female|Nerve sheath, benign and malignant|2011|0.0|0.0|0.0
20+|2.7|2.8|2.8|Benign/Borderline|6796|231376184|Male and Female|Nerve sheath, benign and malignant|2012|2.9|3.0|2.9
20+|0.0|0.0|0.0|Malignant|51|231376184|Male and Female|Nerve sheath, benign and malignant|2012|0.0|0.0|0.0
20+|2.8|2.9|2.9|Benign/Borderline|7060|233788709|Male and Female|Nerve sheath, benign and malignant|2013|2.9|3.1|3.0
20+|0.0|0.0|0.0|Malignant|43|233788709|Male and Female|Nerve sheath, benign and malignant|2013|0.0|0.0|0.0
20+|2.9|3.0|3.0|Benign/Borderline|7460|236247131|Male and Female|Nerve sheath, benign and malignant|2014|3.1|3.2|3.2
20+|0.0|0.0|0.0|Malignant|39|236247131|Male and Female|Nerve sheath, benign and malignant|2014|0.0|0.0|0.0
20+|2.9|3.0|3.0|Benign/Borderline|7555|238618584|Male and Female|Nerve sheath, benign and malignant|2015|3.1|3.2|3.2
20+|0.0|0.0|0.0|Malignant|39|238618584|Male and Female|Nerve sheath, benign and malignant|2015|0.0|0.0|0.0
20+|2.8|2.8|2.8|Benign/Borderline|36025|1202925164|Male and Female|Nerve sheath, benign and malignant|2015-2019|3.0|3.0|3.0
20+|0.0|0.0|0.0|Malignant|200|1202925164|Male and Female|Nerve sheath, benign and malignant|2015-2019|0.0|0.0|0.0
20+|2.8|3.0|2.9|Benign/Borderline|7430|240910318|Male and Female|Nerve sheath, benign and malignant|2016|3.0|3.2|3.1
20+|0.0|0.0|0.0|Malignant|50|240910318|Male and Female|Nerve sheath, benign and malignant|2016|0.0|0.0|0.0
20+|2.8|2.9|2.8|Benign/Borderline|7396|243007764|Male and Female|Nerve sheath, benign and malignant|2017|3.0|3.1|3.0
20+|0.0|0.0|0.0|Malignant|43|243007764|Male and Female|Nerve sheath, benign and malignant|2017|0.0|0.0|0.0
20+|2.7|2.8|2.7|Benign/Borderline|7141|242606754|Male and Female|Nerve sheath, benign and malignant|2018|2.9|3.0|2.9
20+|0.0|0.0|0.0|Malignant|30|242606754|Male and Female|Nerve sheath, benign and malignant|2018|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|6656|244322258|Male and Female|Nerve sheath, benign and malignant|2019|2.7|2.8|2.7
20+|0.0|0.0|0.0|Malignant|38|244322258|Male and Female|Nerve sheath, benign and malignant|2019|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Neuroepithelial|2004|~|~|~
20+|0.0|0.0|0.0|Malignant|48|211050944|Male and Female|Neuroepithelial|2004|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|41|213511339|Male and Female|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|41|216055494|Male and Female|Neuroepithelial|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|52|218481776|Male and Female|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|45|220975702|Male and Female|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|45|223491138|Male and Female|Neuroepithelial|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|226142851|Male and Female|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|52|226142851|Male and Female|Neuroepithelial|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|228745012|Male and Female|Neuroepithelial|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|51|228745012|Male and Female|Neuroepithelial|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|231376184|Male and Female|Neuroepithelial|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|54|231376184|Male and Female|Neuroepithelial|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|233788709|Male and Female|Neuroepithelial|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|48|233788709|Male and Female|Neuroepithelial|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|236247131|Male and Female|Neuroepithelial|2014|~|~|~
20+|0.0|0.0|0.0|Malignant|57|236247131|Male and Female|Neuroepithelial|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|238618584|Male and Female|Neuroepithelial|2015|~|~|~
20+|0.0|0.0|0.0|Malignant|70|238618584|Male and Female|Neuroepithelial|2015|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|39|1202925164|Male and Female|Neuroepithelial|2015-2019|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|194|1202925164|Male and Female|Neuroepithelial|2015-2019|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|240910318|Male and Female|Neuroepithelial|2016|~|~|~
20+|0.0|0.0|0.0|Malignant|47|240910318|Male and Female|Neuroepithelial|2016|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|243007764|Male and Female|Neuroepithelial|2017|~|~|~
20+|0.0|0.0|0.0|Malignant|34|243007764|Male and Female|Neuroepithelial|2017|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|242606754|Male and Female|Neuroepithelial|2018|~|~|~
20+|0.0|0.0|0.0|Malignant|22|242606754|Male and Female|Neuroepithelial|2018|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|244322258|Male and Female|Neuroepithelial|2019|~|~|~
20+|0.0|0.0|0.0|Malignant|22|244322258|Male and Female|Neuroepithelial|2019|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|317|211050944|Male and Female|Neuronal/glial, neuronal|2004|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|37|211050944|Male and Female|Neuronal/glial, neuronal|2004|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|377|213511339|Male and Female|Neuronal/glial, neuronal|2005|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|54|213511339|Male and Female|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|388|216055494|Male and Female|Neuronal/glial, neuronal|2006|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|44|216055494|Male and Female|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|392|218481776|Male and Female|Neuronal/glial, neuronal|2007|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|46|218481776|Male and Female|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|422|220975702|Male and Female|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|47|220975702|Male and Female|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|442|223491138|Male and Female|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|41|223491138|Male and Female|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|482|226142851|Male and Female|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|33|226142851|Male and Female|Neuronal/glial, neuronal|2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|433|228745012|Male and Female|Neuronal/glial, neuronal|2011|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|39|228745012|Male and Female|Neuronal/glial, neuronal|2011|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|423|231376184|Male and Female|Neuronal/glial, neuronal|2012|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|42|231376184|Male and Female|Neuronal/glial, neuronal|2012|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|399|233788709|Male and Female|Neuronal/glial, neuronal|2013|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|31|233788709|Male and Female|Neuronal/glial, neuronal|2013|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|464|236247131|Male and Female|Neuronal/glial, neuronal|2014|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|34|236247131|Male and Female|Neuronal/glial, neuronal|2014|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|499|238618584|Male and Female|Neuronal/glial, neuronal|2015|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|31|238618584|Male and Female|Neuronal/glial, neuronal|2015|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|2386|1202925164|Male and Female|Neuronal/glial, neuronal|2015-2019|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|170|1202925164|Male and Female|Neuronal/glial, neuronal|2015-2019|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|483|240910318|Male and Female|Neuronal/glial, neuronal|2016|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|48|240910318|Male and Female|Neuronal/glial, neuronal|2016|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|514|243007764|Male and Female|Neuronal/glial, neuronal|2017|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|33|243007764|Male and Female|Neuronal/glial, neuronal|2017|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|452|242606754|Male and Female|Neuronal/glial, neuronal|2018|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|22|242606754|Male and Female|Neuronal/glial, neuronal|2018|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|451|244322258|Male and Female|Neuronal/glial, neuronal|2019|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|36|244322258|Male and Female|Neuronal/glial, neuronal|2019|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Oligodendroglioma|2004|~|~|~
20+|0.4|0.4|0.4|Malignant|830|211050944|Male and Female|Oligodendroglioma|2004|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Oligodendroglioma|2005|~|~|~
20+|0.4|0.4|0.4|Malignant|803|213511339|Male and Female|Oligodendroglioma|2005|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Oligodendroglioma|2006|~|~|~
20+|0.4|0.4|0.4|Malignant|854|216055494|Male and Female|Oligodendroglioma|2006|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Oligodendroglioma|2007|~|~|~
20+|0.4|0.4|0.4|Malignant|816|218481776|Male and Female|Oligodendroglioma|2007|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|220975702|Male and Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.4|Malignant|779|220975702|Male and Female|Oligodendroglioma|2008|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|223491138|Male and Female|Oligodendroglioma|2009|~|~|~
20+|0.4|0.4|0.4|Malignant|841|223491138|Male and Female|Oligodendroglioma|2009|0.4|0.4|0.4
20+|~|~|~|Benign/Borderline|~|226142851|Male and Female|Oligodendroglioma|2010|~|~|~
20+|0.3|0.4|0.4|Malignant|804|226142851|Male and Female|Oligodendroglioma|2010|0.3|0.4|0.4
20+|~|~|~|Benign/Borderline|~|228745012|Male and Female|Oligodendroglioma|2011|~|~|~
20+|0.3|0.4|0.3|Malignant|767|228745012|Male and Female|Oligodendroglioma|2011|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|231376184|Male and Female|Oligodendroglioma|2012|~|~|~
20+|0.3|0.3|0.3|Malignant|679|231376184|Male and Female|Oligodendroglioma|2012|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|233788709|Male and Female|Oligodendroglioma|2013|~|~|~
20+|0.3|0.3|0.3|Malignant|720|233788709|Male and Female|Oligodendroglioma|2013|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|236247131|Male and Female|Oligodendroglioma|2014|~|~|~
20+|0.3|0.3|0.3|Malignant|723|236247131|Male and Female|Oligodendroglioma|2014|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|238618584|Male and Female|Oligodendroglioma|2015|~|~|~
20+|0.3|0.3|0.3|Malignant|720|238618584|Male and Female|Oligodendroglioma|2015|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|1202925164|Male and Female|Oligodendroglioma|2015-2019|~|~|~
20+|0.3|0.3|0.3|Malignant|3525|1202925164|Male and Female|Oligodendroglioma|2015-2019|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|240910318|Male and Female|Oligodendroglioma|2016|~|~|~
20+|0.3|0.3|0.3|Malignant|741|240910318|Male and Female|Oligodendroglioma|2016|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|243007764|Male and Female|Oligodendroglioma|2017|~|~|~
20+|0.3|0.3|0.3|Malignant|727|243007764|Male and Female|Oligodendroglioma|2017|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|242606754|Male and Female|Oligodendroglioma|2018|~|~|~
20+|0.3|0.3|0.3|Malignant|663|242606754|Male and Female|Oligodendroglioma|2018|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|244322258|Male and Female|Oligodendroglioma|2019|~|~|~
20+|0.3|0.3|0.3|Malignant|693|244322258|Male and Female|Oligodendroglioma|2019|0.3|0.3|0.3
20+|0.1|0.1|0.1|Benign/Borderline|152|211050944|Male and Female|Other mesenchymal|2004|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|58|211050944|Male and Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|154|213511339|Male and Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|64|213511339|Male and Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|157|216055494|Male and Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|57|216055494|Male and Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|165|218481776|Male and Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|78|218481776|Male and Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|209|220975702|Male and Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|99|220975702|Male and Female|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|202|223491138|Male and Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|76|223491138|Male and Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|176|226142851|Male and Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|71|226142851|Male and Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|164|228745012|Male and Female|Other mesenchymal|2011|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|77|228745012|Male and Female|Other mesenchymal|2011|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|201|231376184|Male and Female|Other mesenchymal|2012|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|71|231376184|Male and Female|Other mesenchymal|2012|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|179|233788709|Male and Female|Other mesenchymal|2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|86|233788709|Male and Female|Other mesenchymal|2013|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|183|236247131|Male and Female|Other mesenchymal|2014|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|83|236247131|Male and Female|Other mesenchymal|2014|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|202|238618584|Male and Female|Other mesenchymal|2015|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|88|238618584|Male and Female|Other mesenchymal|2015|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|868|1202925164|Male and Female|Other mesenchymal|2015-2019|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|473|1202925164|Male and Female|Other mesenchymal|2015-2019|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|161|240910318|Male and Female|Other mesenchymal|2016|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|81|240910318|Male and Female|Other mesenchymal|2016|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|192|243007764|Male and Female|Other mesenchymal|2017|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|111|243007764|Male and Female|Other mesenchymal|2017|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|172|242606754|Male and Female|Other mesenchymal|2018|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|103|242606754|Male and Female|Other mesenchymal|2018|0.0|0.1|0.0
20+|0.0|0.1|0.1|Benign/Borderline|145|244322258|Male and Female|Other mesenchymal|2019|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|93|244322258|Male and Female|Other mesenchymal|2019|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|211050944|Male and Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|279|211050944|Male and Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|213511339|Male and Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|306|213511339|Male and Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|216055494|Male and Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|305|216055494|Male and Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|218481776|Male and Female|Pilocytic astrocytoma|2007|~|~|~
