AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
11.8|13.3|12.6|1051|II(a) Hodgkin lymphomas|82501478|0-19|All Races|Male and Female|2012|12.0|13.5|12.7
9.2|10.6|9.9|819|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82501478|0-19|All Races|Male and Female|2012|9.3|10.6|9.9
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|82501478|0-19|All Races|Male and Female|2012|2.0|2.7|2.3
4.4|5.3|4.8|399|II(d) Miscellaneous lymphoreticular neoplasms|82501478|0-19|All Races|Male and Female|2012|4.4|5.3|4.8
0.3|0.6|0.5|39|II(e) Unspecified lymphomas|82501478|0-19|All Races|Male and Female|2012|0.3|0.6|0.5
31.3|33.7|32.5|2678|III CNS and misc intracranial and intraspinal neoplasms|82501478|0-19|All Races|Male and Female|2012|31.2|33.7|32.5
2.3|3.1|2.7|222|III(a) Ependymomas and choroid plexus tumor|82501478|0-19|All Races|Male and Female|2012|2.3|3.1|2.7
16.6|18.4|17.5|1443|III(b) Astrocytomas|82501478|0-19|All Races|Male and Female|2012|16.6|18.4|17.5
5.3|6.4|5.8|480|III(c) Intracranial and intraspinal embryonal tumors|82501478|0-19|All Races|Male and Female|2012|5.3|6.4|5.8
4.8|5.8|5.2|432|III(d) Other gliomas|82501478|0-19|All Races|Male and Female|2012|4.8|5.8|5.2
0.4|0.8|0.6|47|III(e) Other specified intracranial & intraspinal neoplasms|82501478|0-19|All Races|Male and Female|2012|0.4|0.8|0.6
0.5|0.9|0.7|54|III(f) Unspecified intracranial and intraspinal neoplasms|82501478|0-19|All Races|Male and Female|2012|0.5|0.9|0.7
8.2|9.5|8.8|727|IV Neuroblastoma and other peripheral nervous cell tumors|82501478|0-19|All Races|Male and Female|2012|8.2|9.5|8.8
8.0|9.2|8.6|707|IV(a) Neuroblastoma and ganglioneuroblastoma|82501478|0-19|All Races|Male and Female|2012|7.9|9.2|8.6
0.1|0.4|0.2|20|IV(b) Other peripheral nervous cell tumors|82501478|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
11.1|12.6|11.8|979|IX Soft tissue and other extraosseous sarcomas|82501478|0-19|All Races|Male and Female|2012|11.1|12.6|11.9
4.1|5.0|4.5|375|IX(a) Rhabdomyosarcomas|82501478|0-19|All Races|Male and Female|2012|4.1|5.0|4.5
1.0|1.5|1.3|104|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82501478|0-19|All Races|Male and Female|2012|1.0|1.5|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82501478|0-19|All Races|Male and Female|2012|~|~|~
4.1|5.1|4.6|379|IX(d) Other specified soft tissue sarcomas|82501478|0-19|All Races|Male and Female|2012|4.1|5.1|4.6
1.2|1.7|1.4|116|IX(e) Unspecified soft tissue sarcomas|82501478|0-19|All Races|Male and Female|2012|1.2|1.7|1.4
0.1|0.4|0.2|20|Not classified by ICCC|82501478|0-19|All Races|Male and Female|2012|0.1|0.4|0.2
2.9|3.7|3.3|273|V Retinoblastoma|82501478|0-19|All Races|Male and Female|2012|2.9|3.7|3.3
6.5|7.6|7.0|582|VI Renal tumors|82501478|0-19|All Races|Male and Female|2012|6.5|7.7|7.1
5.7|6.8|6.3|516|VI(a) Nephroblastoma and other nonepithelial renal tumors|82501478|0-19|All Races|Male and Female|2012|5.7|6.8|6.3
0.6|0.9|0.7|61|VI(b) Renal carcinomas|82501478|0-19|All Races|Male and Female|2012|0.6|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82501478|0-19|All Races|Male and Female|2012|~|~|~
2.4|3.2|2.8|229|VII Hepatic tumors|82501478|0-19|All Races|Male and Female|2012|2.4|3.2|2.8
1.8|2.5|2.1|175|VII(a) Hepatoblastoma|82501478|0-19|All Races|Male and Female|2012|1.8|2.5|2.1
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82501478|0-19|All Races|Male and Female|2012|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82501478|0-19|All Races|Male and Female|2012|~|~|~
8.4|9.8|9.1|751|VIII Malignant bone tumors|82501478|0-19|All Races|Male and Female|2012|8.5|9.8|9.1
4.8|5.8|5.2|433|VIII(a) Osteosarcomas|82501478|0-19|All Races|Male and Female|2012|4.8|5.8|5.2
0.2|0.5|0.3|29|VIII(b) Chondrosarcomas|82501478|0-19|All Races|Male and Female|2012|0.2|0.5|0.4
2.5|3.2|2.8|235|VIII(c) Ewing tumor and related sarcomas of bone|82501478|0-19|All Races|Male and Female|2012|2.5|3.2|2.8
0.3|0.6|0.4|36|VIII(d) Other specified malignant bone tumors|82501478|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.1|0.3|0.2|18|VIII(e) Unspecified malignant bone tumors|82501478|0-19|All Races|Male and Female|2012|0.1|0.3|0.2
11.0|12.4|11.7|979|X Germ cell, trophoblastic tumors & neoplasms of gonads|82501478|0-19|All Races|Male and Female|2012|11.1|12.6|11.9
1.3|1.9|1.6|131|X(a) Intracranial & intraspinal germ cell tumors|82501478|0-19|All Races|Male and Female|2012|1.3|1.9|1.6
1.4|2.0|1.7|141|X(b) Malignant extracranial & extragonadal germ cell tumors|82501478|0-19|All Races|Male and Female|2012|1.4|2.0|1.7
7.1|8.3|7.7|645|X(c) Malignant gonadal germ cell tumors|82501478|0-19|All Races|Male and Female|2012|7.2|8.4|7.8
0.3|0.6|0.4|35|X(d) Gonadal carcinomas|82501478|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|82501478|0-19|All Races|Male and Female|2012|0.2|0.5|0.3
18.8|20.8|19.8|1660|XI Other malignant epithelial neoplasms and malignant melanomas|82501478|0-19|All Races|Male and Female|2012|19.2|21.1|20.1
0.2|0.4|0.3|22|XI(a) Adrenocortical carcinomas|82501478|0-19|All Races|Male and Female|2012|0.2|0.4|0.3
9.1|10.4|9.7|819|XI(b) Thyroid carcinomas|82501478|0-19|All Races|Male and Female|2012|9.3|10.6|9.9
0.3|0.6|0.5|38|XI(c) Nasopharyngeal carcinomas|82501478|0-19|All Races|Male and Female|2012|0.3|0.6|0.5
3.8|4.7|4.2|356|XI(d) Malignant melanomas|82501478|0-19|All Races|Male and Female|2012|3.9|4.8|4.3
~|~|~|~|XI(e) Skin carcinomas|82501478|0-19|All Races|Male and Female|2012|~|~|~
4.5|5.5|5.0|416|XI(f) Other and unspecified carcinomas|82501478|0-19|All Races|Male and Female|2012|4.6|5.6|5.0
0.8|1.2|1.0|82|XII Other and unspecified malignant neoplasms|82501478|0-19|All Races|Male and Female|2012|0.8|1.2|1.0
0.3|0.6|0.4|36|XII(a) Other specified malignant tumors|82501478|0-19|All Races|Male and Female|2012|0.3|0.6|0.4
0.4|0.7|0.6|46|XII(b) Other unspecified malignant tumors|82501478|0-19|All Races|Male and Female|2012|0.4|0.7|0.6
182.5|188.4|185.4|15293|All ICCC Groups Combined|82271238|0-19|All Races|Male and Female|2013|183.0|188.9|185.9
45.5|48.5|47.0|3869|I Leukemias, myeloproliferative & myelodysplastic diseases|82271238|0-19|All Races|Male and Female|2013|45.6|48.5|47.0
31.4|33.9|32.7|2686|I(a) Lymphoid leukemias|82271238|0-19|All Races|Male and Female|2013|31.4|33.9|32.6
7.7|8.9|8.3|683|I(b) Acute myeloid leukemias|82271238|0-19|All Races|Male and Female|2013|7.7|8.9|8.3
2.1|2.8|2.4|202|I(c) Chronic myeloproliferative diseases|82271238|0-19|All Races|Male and Female|2013|2.1|2.8|2.5
1.4|1.9|1.6|135|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82271238|0-19|All Races|Male and Female|2013|1.4|1.9|1.6
1.7|2.3|2.0|163|I(e) Unspecified and other specified leukemias|82271238|0-19|All Races|Male and Female|2013|1.7|2.3|2.0
27.3|29.6|28.5|2354|II Lymphomas and reticuloendothelial neoplasms|82271238|0-19|All Races|Male and Female|2013|27.5|29.8|28.6
10.9|12.4|11.6|966|II(a) Hodgkin lymphomas|82271238|0-19|All Races|Male and Female|2013|11.0|12.5|11.7
8.5|9.8|9.1|752|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82271238|0-19|All Races|Male and Female|2013|8.5|9.8|9.1
2.0|2.7|2.3|190|II(c) Burkitt lymphoma|82271238|0-19|All Races|Male and Female|2013|2.0|2.7|2.3
4.6|5.6|5.1|416|II(d) Miscellaneous lymphoreticular neoplasms|82271238|0-19|All Races|Male and Female|2013|4.6|5.6|5.1
0.2|0.5|0.4|30|II(e) Unspecified lymphomas|82271238|0-19|All Races|Male and Female|2013|0.2|0.5|0.4
32.3|34.8|33.5|2754|III CNS and misc intracranial and intraspinal neoplasms|82271238|0-19|All Races|Male and Female|2013|32.2|34.7|33.5
2.4|3.1|2.7|223|III(a) Ependymomas and choroid plexus tumor|82271238|0-19|All Races|Male and Female|2013|2.4|3.1|2.7
17.2|19.0|18.1|1487|III(b) Astrocytomas|82271238|0-19|All Races|Male and Female|2013|17.2|19.0|18.1
5.2|6.3|5.7|469|III(c) Intracranial and intraspinal embryonal tumors|82271238|0-19|All Races|Male and Female|2013|5.2|6.2|5.7
5.3|6.3|5.8|475|III(d) Other gliomas|82271238|0-19|All Races|Male and Female|2013|5.3|6.3|5.8
0.6|0.9|0.7|60|III(e) Other specified intracranial & intraspinal neoplasms|82271238|0-19|All Races|Male and Female|2013|0.6|0.9|0.7
0.3|0.7|0.5|40|III(f) Unspecified intracranial and intraspinal neoplasms|82271238|0-19|All Races|Male and Female|2013|0.3|0.7|0.5
8.7|10.0|9.4|768|IV Neuroblastoma and other peripheral nervous cell tumors|82271238|0-19|All Races|Male and Female|2013|8.7|10.0|9.3
8.4|9.7|9.0|741|IV(a) Neuroblastoma and ganglioneuroblastoma|82271238|0-19|All Races|Male and Female|2013|8.4|9.7|9.0
0.2|0.5|0.3|27|IV(b) Other peripheral nervous cell tumors|82271238|0-19|All Races|Male and Female|2013|0.2|0.5|0.3
11.2|12.7|11.9|980|IX Soft tissue and other extraosseous sarcomas|82271238|0-19|All Races|Male and Female|2013|11.2|12.7|11.9
4.4|5.3|4.8|396|IX(a) Rhabdomyosarcomas|82271238|0-19|All Races|Male and Female|2013|4.4|5.3|4.8
1.0|1.5|1.3|104|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82271238|0-19|All Races|Male and Female|2013|1.0|1.5|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82271238|0-19|All Races|Male and Female|2013|~|~|~
4.1|5.0|4.6|376|IX(d) Other specified soft tissue sarcomas|82271238|0-19|All Races|Male and Female|2013|4.1|5.1|4.6
1.0|1.5|1.2|103|IX(e) Unspecified soft tissue sarcomas|82271238|0-19|All Races|Male and Female|2013|1.0|1.5|1.3
0.2|0.4|0.3|23|Not classified by ICCC|82271238|0-19|All Races|Male and Female|2013|0.2|0.4|0.3
2.9|3.7|3.3|269|V Retinoblastoma|82271238|0-19|All Races|Male and Female|2013|2.9|3.7|3.3
6.8|8.0|7.4|605|VI Renal tumors|82271238|0-19|All Races|Male and Female|2013|6.8|8.0|7.4
5.9|7.0|6.5|531|VI(a) Nephroblastoma and other nonepithelial renal tumors|82271238|0-19|All Races|Male and Female|2013|5.9|7.0|6.5
0.7|1.1|0.9|71|VI(b) Renal carcinomas|82271238|0-19|All Races|Male and Female|2013|0.7|1.1|0.9
~|~|~|~|VI(c) Unspecified malignant renal tumors|82271238|0-19|All Races|Male and Female|2013|~|~|~
2.2|2.9|2.5|206|VII Hepatic tumors|82271238|0-19|All Races|Male and Female|2013|2.2|2.9|2.5
1.6|2.2|1.8|151|VII(a) Hepatoblastoma|82271238|0-19|All Races|Male and Female|2013|1.6|2.2|1.8
0.5|0.8|0.6|53|VII(b) Hepatic carcinomas|82271238|0-19|All Races|Male and Female|2013|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82271238|0-19|All Races|Male and Female|2013|~|~|~
8.6|9.9|9.2|760|VIII Malignant bone tumors|82271238|0-19|All Races|Male and Female|2013|8.6|9.9|9.2
4.5|5.5|5.0|411|VIII(a) Osteosarcomas|82271238|0-19|All Races|Male and Female|2013|4.5|5.5|5.0
0.2|0.5|0.3|29|VIII(b) Chondrosarcomas|82271238|0-19|All Races|Male and Female|2013|0.2|0.5|0.4
2.8|3.6|3.2|261|VIII(c) Ewing tumor and related sarcomas of bone|82271238|0-19|All Races|Male and Female|2013|2.8|3.6|3.2
0.4|0.7|0.5|45|VIII(d) Other specified malignant bone tumors|82271238|0-19|All Races|Male and Female|2013|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82271238|0-19|All Races|Male and Female|2013|~|~|~
11.2|12.7|11.9|993|X Germ cell, trophoblastic tumors & neoplasms of gonads|82271238|0-19|All Races|Male and Female|2013|11.3|12.8|12.1
1.7|2.3|2.0|161|X(a) Intracranial & intraspinal germ cell tumors|82271238|0-19|All Races|Male and Female|2013|1.7|2.3|2.0
1.1|1.7|1.4|114|X(b) Malignant extracranial & extragonadal germ cell tumors|82271238|0-19|All Races|Male and Female|2013|1.1|1.7|1.4
7.0|8.2|7.6|636|X(c) Malignant gonadal germ cell tumors|82271238|0-19|All Races|Male and Female|2013|7.1|8.4|7.7
0.4|0.7|0.6|47|X(d) Gonadal carcinomas|82271238|0-19|All Races|Male and Female|2013|0.4|0.8|0.6
0.3|0.6|0.4|35|X(e) Other and unspecified malignant gonadal tumors|82271238|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
18.8|20.7|19.7|1641|XI Other malignant epithelial neoplasms and malignant melanomas|82271238|0-19|All Races|Male and Female|2013|19.0|20.9|19.9
~|~|~|~|XI(a) Adrenocortical carcinomas|82271238|0-19|All Races|Male and Female|2013|~|~|~
8.8|10.1|9.4|787|XI(b) Thyroid carcinomas|82271238|0-19|All Races|Male and Female|2013|8.9|10.3|9.6
0.5|0.8|0.6|52|XI(c) Nasopharyngeal carcinomas|82271238|0-19|All Races|Male and Female|2013|0.5|0.8|0.6
3.8|4.7|4.2|352|XI(d) Malignant melanomas|82271238|0-19|All Races|Male and Female|2013|3.8|4.7|4.3
~|~|~|~|XI(e) Skin carcinomas|82271238|0-19|All Races|Male and Female|2013|~|~|~
4.7|5.7|5.2|434|XI(f) Other and unspecified carcinomas|82271238|0-19|All Races|Male and Female|2013|4.8|5.8|5.3
0.7|1.1|0.9|71|XII Other and unspecified malignant neoplasms|82271238|0-19|All Races|Male and Female|2013|0.7|1.1|0.9
0.3|0.6|0.4|37|XII(a) Other specified malignant tumors|82271238|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
0.3|0.6|0.4|34|XII(b) Other unspecified malignant tumors|82271238|0-19|All Races|Male and Female|2013|0.3|0.6|0.4
188.4|194.4|191.3|15759|All ICCC Groups Combined|82139198|0-19|All Races|Male and Female|2014|188.9|194.9|191.9
46.8|49.9|48.3|3973|I Leukemias, myeloproliferative & myelodysplastic diseases|82139198|0-19|All Races|Male and Female|2014|46.9|49.9|48.4
32.4|35.0|33.7|2767|I(a) Lymphoid leukemias|82139198|0-19|All Races|Male and Female|2014|32.4|35.0|33.7
8.0|9.2|8.6|707|I(b) Acute myeloid leukemias|82139198|0-19|All Races|Male and Female|2014|8.0|9.3|8.6
2.2|2.9|2.5|207|I(c) Chronic myeloproliferative diseases|82139198|0-19|All Races|Male and Female|2014|2.2|2.9|2.5
1.3|1.9|1.6|128|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82139198|0-19|All Races|Male and Female|2014|1.3|1.9|1.6
1.7|2.3|2.0|164|I(e) Unspecified and other specified leukemias|82139198|0-19|All Races|Male and Female|2014|1.7|2.3|2.0
30.1|32.6|31.3|2585|II Lymphomas and reticuloendothelial neoplasms|82139198|0-19|All Races|Male and Female|2014|30.3|32.7|31.5
11.2|12.7|11.9|989|II(a) Hodgkin lymphomas|82139198|0-19|All Races|Male and Female|2014|11.3|12.8|12.0
10.1|11.6|10.8|894|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82139198|0-19|All Races|Male and Female|2014|10.2|11.6|10.9
2.3|3.0|2.7|218|II(c) Burkitt lymphoma|82139198|0-19|All Races|Male and Female|2014|2.3|3.0|2.7
5.0|6.0|5.5|451|II(d) Miscellaneous lymphoreticular neoplasms|82139198|0-19|All Races|Male and Female|2014|5.0|6.0|5.5
0.3|0.6|0.4|33|II(e) Unspecified lymphomas|82139198|0-19|All Races|Male and Female|2014|0.3|0.6|0.4
32.4|34.9|33.6|2758|III CNS and misc intracranial and intraspinal neoplasms|82139198|0-19|All Races|Male and Female|2014|32.3|34.9|33.6
2.5|3.2|2.8|230|III(a) Ependymomas and choroid plexus tumor|82139198|0-19|All Races|Male and Female|2014|2.4|3.2|2.8
17.0|18.8|17.9|1470|III(b) Astrocytomas|82139198|0-19|All Races|Male and Female|2014|17.0|18.8|17.9
5.5|6.6|6.1|497|III(c) Intracranial and intraspinal embryonal tumors|82139198|0-19|All Races|Male and Female|2014|5.5|6.6|6.1
4.9|6.0|5.4|445|III(d) Other gliomas|82139198|0-19|All Races|Male and Female|2014|4.9|5.9|5.4
0.7|1.1|0.8|69|III(e) Other specified intracranial & intraspinal neoplasms|82139198|0-19|All Races|Male and Female|2014|0.7|1.1|0.8
0.4|0.8|0.6|47|III(f) Unspecified intracranial and intraspinal neoplasms|82139198|0-19|All Races|Male and Female|2014|0.4|0.8|0.6
8.6|9.9|9.3|761|IV Neuroblastoma and other peripheral nervous cell tumors|82139198|0-19|All Races|Male and Female|2014|8.6|9.9|9.3
8.3|9.6|8.9|732|IV(a) Neuroblastoma and ganglioneuroblastoma|82139198|0-19|All Races|Male and Female|2014|8.3|9.6|8.9
0.2|0.5|0.4|29|IV(b) Other peripheral nervous cell tumors|82139198|0-19|All Races|Male and Female|2014|0.2|0.5|0.4
11.7|13.2|12.4|1023|IX Soft tissue and other extraosseous sarcomas|82139198|0-19|All Races|Male and Female|2014|11.7|13.2|12.5
3.9|4.8|4.4|358|IX(a) Rhabdomyosarcomas|82139198|0-19|All Races|Male and Female|2014|3.9|4.8|4.4
1.3|1.8|1.5|127|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82139198|0-19|All Races|Male and Female|2014|1.3|1.8|1.5
~|~|~|~|IX(c) Kaposi sarcoma|82139198|0-19|All Races|Male and Female|2014|~|~|~
4.6|5.6|5.0|416|IX(d) Other specified soft tissue sarcomas|82139198|0-19|All Races|Male and Female|2014|4.6|5.6|5.1
1.2|1.7|1.4|117|IX(e) Unspecified soft tissue sarcomas|82139198|0-19|All Races|Male and Female|2014|1.2|1.7|1.4
0.2|0.5|0.3|26|Not classified by ICCC|82139198|0-19|All Races|Male and Female|2014|0.2|0.5|0.3
2.9|3.7|3.3|268|V Retinoblastoma|82139198|0-19|All Races|Male and Female|2014|2.9|3.7|3.3
6.7|7.9|7.3|601|VI Renal tumors|82139198|0-19|All Races|Male and Female|2014|6.7|7.9|7.3
6.1|7.2|6.6|546|VI(a) Nephroblastoma and other nonepithelial renal tumors|82139198|0-19|All Races|Male and Female|2014|6.1|7.2|6.6
0.5|0.8|0.6|53|VI(b) Renal carcinomas|82139198|0-19|All Races|Male and Female|2014|0.5|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|82139198|0-19|All Races|Male and Female|2014|~|~|~
2.2|2.9|2.5|208|VII Hepatic tumors|82139198|0-19|All Races|Male and Female|2014|2.2|2.9|2.5
1.7|2.3|2.0|161|VII(a) Hepatoblastoma|82139198|0-19|All Races|Male and Female|2014|1.7|2.3|2.0
0.4|0.7|0.6|46|VII(b) Hepatic carcinomas|82139198|0-19|All Races|Male and Female|2014|0.4|0.7|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82139198|0-19|All Races|Male and Female|2014|~|~|~
8.8|10.1|9.4|773|VIII Malignant bone tumors|82139198|0-19|All Races|Male and Female|2014|8.8|10.1|9.4
4.7|5.7|5.2|429|VIII(a) Osteosarcomas|82139198|0-19|All Races|Male and Female|2014|4.7|5.7|5.2
0.2|0.5|0.4|29|VIII(b) Chondrosarcomas|82139198|0-19|All Races|Male and Female|2014|0.2|0.5|0.4
2.7|3.4|3.0|249|VIII(c) Ewing tumor and related sarcomas of bone|82139198|0-19|All Races|Male and Female|2014|2.7|3.4|3.0
0.4|0.7|0.5|45|VIII(d) Other specified malignant bone tumors|82139198|0-19|All Races|Male and Female|2014|0.4|0.7|0.5
0.2|0.4|0.3|21|VIII(e) Unspecified malignant bone tumors|82139198|0-19|All Races|Male and Female|2014|0.2|0.4|0.3
10.6|12.0|11.3|937|X Germ cell, trophoblastic tumors & neoplasms of gonads|82139198|0-19|All Races|Male and Female|2014|10.7|12.2|11.4
1.4|2.0|1.7|137|X(a) Intracranial & intraspinal germ cell tumors|82139198|0-19|All Races|Male and Female|2014|1.4|2.0|1.7
1.4|2.0|1.7|138|X(b) Malignant extracranial & extragonadal germ cell tumors|82139198|0-19|All Races|Male and Female|2014|1.4|2.0|1.7
6.5|7.7|7.1|589|X(c) Malignant gonadal germ cell tumors|82139198|0-19|All Races|Male and Female|2014|6.6|7.8|7.2
0.3|0.7|0.5|40|X(d) Gonadal carcinomas|82139198|0-19|All Races|Male and Female|2014|0.3|0.7|0.5
0.3|0.6|0.4|33|X(e) Other and unspecified malignant gonadal tumors|82139198|0-19|All Races|Male and Female|2014|0.3|0.6|0.4
20.6|22.6|21.6|1792|XI Other malignant epithelial neoplasms and malignant melanomas|82139198|0-19|All Races|Male and Female|2014|20.8|22.9|21.8
0.2|0.4|0.3|21|XI(a) Adrenocortical carcinomas|82139198|0-19|All Races|Male and Female|2014|0.2|0.4|0.3
10.0|11.5|10.7|892|XI(b) Thyroid carcinomas|82139198|0-19|All Races|Male and Female|2014|10.2|11.6|10.9
0.2|0.5|0.4|30|XI(c) Nasopharyngeal carcinomas|82139198|0-19|All Races|Male and Female|2014|0.2|0.5|0.4
3.7|4.6|4.2|344|XI(d) Malignant melanomas|82139198|0-19|All Races|Male and Female|2014|3.8|4.7|4.2
~|~|~|~|XI(e) Skin carcinomas|82139198|0-19|All Races|Male and Female|2014|~|~|~
5.5|6.6|6.0|499|XI(f) Other and unspecified carcinomas|82139198|0-19|All Races|Male and Female|2014|5.6|6.6|6.1
0.5|0.9|0.7|54|XII Other and unspecified malignant neoplasms|82139198|0-19|All Races|Male and Female|2014|0.5|0.9|0.7
0.2|0.5|0.3|28|XII(a) Other specified malignant tumors|82139198|0-19|All Races|Male and Female|2014|0.2|0.5|0.3
0.2|0.5|0.3|26|XII(b) Other unspecified malignant tumors|82139198|0-19|All Races|Male and Female|2014|0.2|0.5|0.3
193.6|199.7|196.6|16203|All ICCC Groups Combined|82120410|0-19|All Races|Male and Female|2015|194.3|200.4|197.3
49.1|52.1|50.6|4160|I Leukemias, myeloproliferative & myelodysplastic diseases|82120410|0-19|All Races|Male and Female|2015|49.1|52.2|50.7
34.7|37.3|36.0|2955|I(a) Lymphoid leukemias|82120410|0-19|All Races|Male and Female|2015|34.7|37.3|36.0
7.8|9.1|8.4|693|I(b) Acute myeloid leukemias|82120410|0-19|All Races|Male and Female|2015|7.8|9.1|8.4
2.4|3.1|2.7|226|I(c) Chronic myeloproliferative diseases|82120410|0-19|All Races|Male and Female|2015|2.4|3.1|2.8
1.3|1.8|1.5|124|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82120410|0-19|All Races|Male and Female|2015|1.3|1.8|1.5
1.7|2.3|2.0|162|I(e) Unspecified and other specified leukemias|82120410|0-19|All Races|Male and Female|2015|1.7|2.3|2.0
29.8|32.3|31.0|2559|II Lymphomas and reticuloendothelial neoplasms|82120410|0-19|All Races|Male and Female|2015|30.0|32.4|31.2
11.7|13.2|12.4|1031|II(a) Hodgkin lymphomas|82120410|0-19|All Races|Male and Female|2015|11.8|13.3|12.6
9.3|10.7|10.0|822|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82120410|0-19|All Races|Male and Female|2015|9.3|10.7|10.0
2.1|2.8|2.5|202|II(c) Burkitt lymphoma|82120410|0-19|All Races|Male and Female|2015|2.1|2.8|2.5
5.2|6.3|5.7|469|II(d) Miscellaneous lymphoreticular neoplasms|82120410|0-19|All Races|Male and Female|2015|5.2|6.3|5.7
0.3|0.6|0.4|35|II(e) Unspecified lymphomas|82120410|0-19|All Races|Male and Female|2015|0.3|0.6|0.4
31.5|34.0|32.7|2687|III CNS and misc intracranial and intraspinal neoplasms|82120410|0-19|All Races|Male and Female|2015|31.5|34.0|32.7
2.4|3.2|2.8|229|III(a) Ependymomas and choroid plexus tumor|82120410|0-19|All Races|Male and Female|2015|2.4|3.2|2.8
15.8|17.6|16.7|1367|III(b) Astrocytomas|82120410|0-19|All Races|Male and Female|2015|15.8|17.6|16.6
5.6|6.7|6.1|500|III(c) Intracranial and intraspinal embryonal tumors|82120410|0-19|All Races|Male and Female|2015|5.6|6.6|6.1
5.4|6.5|6.0|489|III(d) Other gliomas|82120410|0-19|All Races|Male and Female|2015|5.4|6.5|6.0
0.6|1.0|0.8|66|III(e) Other specified intracranial & intraspinal neoplasms|82120410|0-19|All Races|Male and Female|2015|0.6|1.0|0.8
0.3|0.6|0.4|36|III(f) Unspecified intracranial and intraspinal neoplasms|82120410|0-19|All Races|Male and Female|2015|0.3|0.6|0.4
8.9|10.2|9.6|788|IV Neuroblastoma and other peripheral nervous cell tumors|82120410|0-19|All Races|Male and Female|2015|8.9|10.3|9.6
8.6|9.9|9.2|761|IV(a) Neuroblastoma and ganglioneuroblastoma|82120410|0-19|All Races|Male and Female|2015|8.6|9.9|9.3
0.2|0.5|0.3|27|IV(b) Other peripheral nervous cell tumors|82120410|0-19|All Races|Male and Female|2015|0.2|0.5|0.3
11.8|13.4|12.6|1037|IX Soft tissue and other extraosseous sarcomas|82120410|0-19|All Races|Male and Female|2015|11.9|13.4|12.6
4.4|5.4|4.9|399|IX(a) Rhabdomyosarcomas|82120410|0-19|All Races|Male and Female|2015|4.4|5.4|4.9
1.2|1.7|1.4|118|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82120410|0-19|All Races|Male and Female|2015|1.2|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|82120410|0-19|All Races|Male and Female|2015|~|~|~
4.3|5.3|4.8|394|IX(d) Other specified soft tissue sarcomas|82120410|0-19|All Races|Male and Female|2015|4.3|5.3|4.8
1.2|1.8|1.5|122|IX(e) Unspecified soft tissue sarcomas|82120410|0-19|All Races|Male and Female|2015|1.2|1.8|1.5
~|~|~|~|Not classified by ICCC|82120410|0-19|All Races|Male and Female|2015|~|~|~
3.3|4.1|3.7|306|V Retinoblastoma|82120410|0-19|All Races|Male and Female|2015|3.3|4.2|3.7
7.3|8.5|7.9|651|VI Renal tumors|82120410|0-19|All Races|Male and Female|2015|7.3|8.6|7.9
6.5|7.7|7.1|582|VI(a) Nephroblastoma and other nonepithelial renal tumors|82120410|0-19|All Races|Male and Female|2015|6.5|7.7|7.1
0.6|1.0|0.8|67|VI(b) Renal carcinomas|82120410|0-19|All Races|Male and Female|2015|0.6|1.0|0.8
~|~|~|~|VI(c) Unspecified malignant renal tumors|82120410|0-19|All Races|Male and Female|2015|~|~|~
2.5|3.2|2.8|232|VII Hepatic tumors|82120410|0-19|All Races|Male and Female|2015|2.5|3.2|2.8
1.8|2.4|2.1|174|VII(a) Hepatoblastoma|82120410|0-19|All Races|Male and Female|2015|1.8|2.5|2.1
